Id,Title,ViewCount,AnswerCount,FavoriteCount
"15793442","How to read data from excel file using c#","316982","5","31"
"103512","Why use static_cast<int>(x) instead of (int)x?","316952","9","240"
"6587393","Resource interpreted as Document but transferred with MIME type application/zip","316944","14","27"
"6088409","SVG drop shadow using css3","316905","7","99"
"4811434","Clone only one branch","316897","4","134"
"158664","What should I do when 'svn cleanup' fails?","316871","31","71"
"7417415","How to get second-highest salary employees in a table","316862","53","10"
"4252936","How do I use the conditional operator (? :) in Ruby?","316851","6","59"
"3158730","Java, 3 dots in parameters","316822","9","196"
"12204192","AWK multiple delimiter","316813","6","43"
"481466","PHP String to Float","316809","6","15"
"7541610","How to delete the first row of a dataframe in R?","316799","6","20"
"1594667",".war vs .ear file","316771","9","167"
"473099","Check if a given key already exists in a dictionary and increment it","316742","12","53"
"1233451","delete from two tables in one query","316742","10","22"
"13524107","How to set data attributes in HTML elements","316728","6","38"
"19482371","Fix Access denied for user 'root'@'localhost' for phpMyAdmin","316669","15","24"
"12524994","Encrypt & Decrypt using PyCrypto AES 256","316669","10","83"
"887029","How to implement ""confirmation"" dialog in Jquery UI dialog?","316650","23","75"
"20541306","How to write a CSS hack for IE 11?","316596","8","102"
"17548523","The term 'Get-ADUser' is not recognized as the name of a cmdlet","316578","4","15"
"10845998","I forgot the password I entered during postgres installation","316553","12","61"
"4931545","Converting string to numeric","316552","2","14"
"5466451","How can I print literal curly-brace characters in python string and also use .format on it?","316551","11","101"
"4253960","Sql: How to properly check if a record exists","316485","8","34"
"20824634","android on Text Change Listener","316447","7","30"
"1750256","Making view resize to its parent when added with addSubview","316407","5","5"
"12008908","AngularJS: How can I pass variables between controllers?","316406","15","162"
"3611682","Facebook Graph API, how to get users email?","316363","11","28"
"1154242","Remove plot axis values","316361","5","23"
"15975955","How do I format date and time on ssrs report?","316343","12","11"
"14028259","JSON response parsing in Javascript to get key/value pair","316338","4","23"
"5131491","Enable 'xp_cmdshell' SQL Server","316330","7","38"
"3045619","How to store values from foreach loop into an array?","316325","7","38"
"6068017","SQL SERVER: Get total days between two dates","316307","7","12"
"17839141","Checking if object is empty, works with ng-show but not from controller?","316299","9","24"
"6900955","python convert list to dictionary","316206","4","35"
"2355947","Error: allowDefinition='MachineToApplication' beyond application level","316194","35","18"
"3307090","how to add background image to activity?","316145","6","14"
"1947933","How to get Spinner value?","316143","6","51"
"10036977","Best way to include CSS? Why use @import?","316138","17","87"
"1514910","How to properly compare two Integers in Java?","316107","8","60"
"30125296","How to sum a list of integers with java streams?","316098","9","40"
"14895287","How to print object array in JavaScript?","316097","11","17"
"337704","Parameterize an SQL IN clause","316089","39","381"
"3210393","How do I remove all non alphanumeric characters from a string except dash?","316043","12","79"
"5139770","Escape Character in SQL Server","316042","6","12"
"726816","how to access iFrame parent page using jquery?","316006","9","89"
"3258243","Check if pull needed in Git","316001","22","295"
"14327412","Set Focus on EditText","315961","15","22"
"21900853","No resource found - Theme.AppCompat.Light.DarkActionBar","315951","16","19"
"182875","Free tool to Create/Edit PNG Images?","315935","6","15"
"3594823","Mime type for WOFF fonts?","315922","18","100"
"23885449","Unable to resolve ""unable to get local issuer certificate"" using git on Windows with self-signed certificate","315916","13","78"
"145752","What are the various ""Build action"" settings in Visual Studio project properties and what do they do?","315842","7","279"
"9484829","npm can't find package.json","315830","21","29"
"438844","Is there a label/goto in Python?","315796","16","27"
"474528","What is the best way to repeatedly execute a function every x seconds in Python?","315791","15","110"
"18449918","100% width Twitter Bootstrap 3 template","315763","5","38"
"189645","How to break out of multiple loops in Python?","315713","29","95"
"1753070","How do I configure git to ignore some files locally?","315698","8","428"
"7010547","UITextField text change event","315654","19","118"
"26515700","MySQL JDBC Driver 5.1.33 - Time Zone Issue","315627","23","87"
"11065077","eval command in Bash and its typical uses","315625","10","90"
"8048584","See changes to a specific file using git","315589","9","51"
"10710193","How to preserve insertion order in HashMap?","315583","2","79"
"336268","Difference between Select Unique and Select Distinct","315521","5","20"
"877597","How do you change the document font in LaTeX?","315510","4","56"
"1169634","Limitations of SQL Server Express","315466","6","27"
"12064731","Excel VBA - select a dynamic cell range","315447","4","11"
"5152042","How to use \n new line in VB msgbox() ...?","315433","16","9"
"726652","Creating a ""logical exclusive or"" operator in Java","315416","17","49"
"25146121","Extracting just Month and Year separately from Pandas Datetime column","315373","9","69"
"18791645","How to use Session attributes in Spring-mvc","315352","9","73"
"5576619","PHP Redirect with POST data","315322","10","75"
"1903954","Is there a standard sign function (signum, sgn) in C/C++?","315292","23","113"
"10186765","What is the difference between char array vs char pointer in C?","315286","8","104"
"195641","Windows could not start the Apache2 on Local Computer - problem","315284","19","31"
"15884102","Bootstrap: how do I change the width of the container?","315247","8","35"
"767147","How can I stop .gitignore from appearing in the list of untracked files?","315231","19","180"
"5933157","How to remove an HTML element using Javascript?","315212","11","18"
"32244851","Android:java.lang.OutOfMemoryError: Failed to allocate a 23970828 byte allocation with 2097152 free bytes and 2MB until OOM","315207","28","105"
"4601161","copying all contents of folder to another folder using batch file?","315207","9","15"
"13079534","How to get the squared symbol (²) to display in a string","315106","3","0"
"2183962","how to read value from string.xml in android?","315100","17","52"
"7390426","Better way to get type of a Javascript variable?","315090","9","66"
"3049783","How to make a floated div 100% height of its parent?","315040","11","58"
"3226495","How to exit from the application and show the home screen?","315032","18","86"
"378927","What is the best (idiomatic) way to check the type of a Python variable?","315015","10","78"
"18183296","how can I add a vertical scrollbar to my div automatically?","314980","7","20"
"14523679","Can you pass parameters to an AngularJS controller on creation?","314975","17","96"
"108207","How do I make an HTML text box show a hint when empty?","314863","20","62"
"2176861","JavaScript get clipboard data on paste event (Cross browser)","314797","20","204"
"26533510","Android toolbar center title and custom font","314767","33","122"
"315948","C++ catching all exceptions","314744","14","55"
"3736407","mysql server port number","314668","9","14"
"106179","Regular expression to match DNS hostname or IP Address?","314564","21","154"
"14446511","Most efficient method to groupby on an array of objects","314557","34","123"
"8802860","Checking whether a string starts with XXXX","314542","4","31"
"4396983",".hide() or display: none? jQuery","314525","7","17"
"4535840","Deserialize json object into dynamic object using Json.net","314486","8","79"
"6593979","How to convert a set to a list in python?","314463","9","18"
"1434368","How to define an empty object in PHP","314434","15","55"
"2523676","Alter table add multiple columns ms sql","314433","5","10"
"7782411","Is there a foreach loop in Go?","314426","7","57"
"14781999","Remove Trailing Spaces and Update in Columns in SQL Server","314381","13","25"
"758736","How do I iterate through each element in an n-dimensional matrix in MATLAB?","314379","8","15"
"19674456","Run PostgreSQL queries from the command line","314378","5","35"
"16232833","How to respond with HTTP 400 error in a Spring MVC @ResponseBody method returning String?","314282","9","98"
"122641","How can I decode HTML characters in C#?","314282","9","41"
"113547","iPhone development on Windows","314259","0","19"
"20837161","OpenSSL: PEM routines:PEM_read_bio:no start line:pem_lib.c:703:Expecting: TRUSTED CERTIFICATE","314256","7","8"
"17108102","download and install visual studio 2008","314238","6","30"
"3584113","Why are you not able to declare a class as static in Java?","314229","14","168"
"262367","Type safety: Unchecked cast","314227","9","49"
"3531703","How to log errors and warnings into a file?","314217","7","60"
"1075656","Simple way to find if two different lists contain exactly the same elements?","314197","16","34"
"1639291","How do I add a newline to command output in PowerShell?","314187","5","6"
"5151591","Android Left to Right slide animation","314170","7","112"
"5508110","Why is this program erroneously rejected by three C++ compilers?","314157","31","1416"
"5263187","Print an integer in binary format in Java","314111","19","48"
"179369","How do I abort the execution of a Python script?","314078","8","22"
"8545376","Limit number of characters allowed in form input text field","314046","10","11"
"576265","Convert NSDate to NSString","314039","14","70"
"177323","How to read the last row with SQL Server","313982","17","10"
"18382311","Populating a razor dropdownlist from a List<object> in MVC","313953","9","43"
"7646538","Disable vertical scroll bar on div overflow: auto","313937","6","15"
"10596218","how to write javascript code inside php","313921","3","12"
"4775603","Android error: Failed to install *.apk on device *: timeout","313869","8","137"
"4006324","How to atomically delete keys matching a pattern using Redis","313847","20","243"
"2336522","What are the different usecases of PNG vs. GIF vs. JPEG vs. SVG?","313778","12","332"
"1873025","How can I clear the SQL Server query cache?","313763","5","57"
"153890","Printing leading 0's in C?","313718","10","34"
"15031694","Installing Python packages from local file system folder to virtualenv with pip","313584","8","87"
"24459352","How can I add the new ""Floating Action Button"" between two widgets/layouts","313575","10","184"
"14507591","Python Dictionary Comprehension","313550","8","77"
"18022845","Pandas index column title or name","313538","6","47"
"20001229","How to get POSTed json in Flask?","313532","5","49"
"10792408","Open popup and refresh parent page on close popup","313522","11","33"
"712689","CSS Div stretch 100% page height","313489","12","49"
"4688277","java.lang.RuntimeException: Unable to instantiate activity ComponentInfo","313456","38","27"
"2973041","A KeyValuePair in Java","313404","9","27"
"1380839","How do you get the file size in C#?","313366","7","12"
"2441673","Reading Xml with XmlReader in C#","313338","7","40"
"9620683","Java FileOutputStream Create File if not exists","313297","9","27"
"2030064","How to run eclipse in clean mode? and what happens if we do so?","313292","8","43"
"4126762","How to substring in jquery","313292","8","14"
"2652372","How to get anchor text/href on click using jQuery?","313258","5","20"
"1458633","How to deal with floating point number precision in JavaScript?","313231","34","189"
"9830506","How do you use colspan and rowspan in HTML tables?","313217","10","25"
"18140270","How to write html code inside <?php ?>","313209","4","15"
"6890218","CSS background-image-opacity?","313209","10","13"
"2182002","convert big endian to little endian in C [without using provided func]","313207","13","55"
"9784930","How to get the request parameters in symfony2","313200","14","38"
"16763112","Excel VBA calling sub from another sub with multiple inputs, outputs of different sizes","313156","3","5"
"3352664","How to ""add existing frameworks"" in Xcode 4?","313152","9","221"
"582797","Should you choose the MONEY or DECIMAL(x,y) datatypes in SQL Server?","313149","12","109"
"5344145","How to get response status code from jQuery.ajax?","313146","6","37"
"4165414","How to hide soft keyboard on android after clicking outside EditText?","313133","39","152"
"77005","How to automatically generate a stacktrace when my program crashes","313044","29","420"
"5577364","Make the first character uppercase in css","312984","7","32"
"32170456","What does ""fatal error: unexpectedly found nil while unwrapping an Optional value"" mean?","312941","10","169"
"842059","Is there a portable way to get the current username in Python?","312929","12","88"
"21645071","Using gradle to find dependency tree","312886","11","93"
"19874882","android.view.InflateException: Binary XML file: Error inflating class fragment","312841","28","19"
"2836646","Java Serializable Object to Byte Array","312837","7","119"
"4359131","brew install mysql on macOS","312828","14","262"
"1265282","Recommended method for escaping HTML in Java","312808","10","49"
"5927109","Sort objects in ArrayList by date?","312807","12","54"
"11262236","iOS Remote Debugging","312787","16","82"
"1018078","Testing HTML email rendering","312753","9","88"
"22870624","Convert JSON String to JSON Object c#","312723","7","12"
"29500227","Getting error ""No such module"" using Xcode, but the framework is there","312713","55","64"
"10695139","Sort a list of tuples by 2nd item (integer value)","312684","9","106"
"4952820","Test iOS app on device without apple developer program or jailbreak","312619","9","173"
"2000102","Override back button to act like home button","312564","9","107"
"1763639","How to deal with page breaks when printing a large HTML table","312562","11","109"
"4069028","Write string to output stream","312551","6","25"
"23655009","How to set the id attribute of a HTML element dynamically with angularjs (1.x)?","312511","7","42"
"8694984","Remove part of string in Java","312472","10","17"
"1274675","What does %w(array) mean?","312470","8","190"
"19540289","How to fix the ""java.security.cert.CertificateException: No subject alternative names present"" error?","312461","12","30"
"12867591","How to solve ""Kernel panic - not syncing - Attempted to kill init"" -- without erasing any user data","312449","8","6"
"180741","How to do something to each file in a directory with a batch script","312422","6","80"
"4468669","How to generate Javadoc HTML files in Eclipse?","312362","4","51"
"155864","ASP.NET MVC -  passing parameters to the controller","312349","10","21"
"22929237","Convert java.time.LocalDate into java.util.Date type","312344","11","48"
"210643","In JavaScript can I make a ""click"" event fire programmatically for a file input element?","312337","28","78"
"11365850","Run C++ in command prompt - Windows","312325","6","20"
"19183311","CodeIgniter removing index.php from url","312306","30","63"
"39760172","You have not accepted the license agreements of the following SDK components","312283","15","77"
"11555468","How should I read a file line-by-line in Python?","312283","4","39"
"6162438","lvalue required as left operand of assignment","312281","6","6"
"13703647","How to properly add include directories with CMake","312276","5","93"
"1671378","Java: Get first item from a collection","312267","11","27"
"371875","Local file access with javascript","312263","12","45"
"700619","How to combine date from one field with time from another field - MS SQL Server","312252","14","37"
"4967669","Android: install .apk programmatically","312149","5","292"
"27341064","How do I fix 'ImportError: cannot import name IncompleteRead'?","312144","16","45"
"4020270","Copy rows from one Datatable to another DataTable?","312141","10","21"
"825748","How to pass command line arguments to a rake task","312129","18","253"
"1282232","MySQL high CPU usage","312113","3","99"
"7124914","How to search a Git repository by commit message?","312048","7","230"
"1071032","Searching if value exists in a list of objects using Linq","312040","9","46"
"18683847","No mapping found for HTTP request with URI.... in DispatcherServlet with name","311850","23","27"
"12862601","jquery get all form elements: input, textarea & select","311838","11","17"
"19457227","How to print like printf in Python3?","311830","9","34"
"108699","Good PHP ORM Library?","311684","36","242"
"14333857","How to master AngularJS?","311632","8","836"
"139474","How can I capture the result of var_dump to a string?","311600","12","116"
"4262186","Missing Maven dependencies in Eclipse project","311584","33","48"
"9695329","C++: How to round a double to an int?","311581","5","20"
"3602827","What is the behavior of integer division?","311491","5","44"
"6048913","What replaces cellpadding, cellspacing, valign, and align in HTML5 tables?","311480","5","99"
"5826649","Returning a file to View/Download in ASP.NET MVC","311424","7","106"
"11877527","HTML SELECT - Trigger JavaScript ONCHANGE event even when the option is not changed","311354","7","19"
"12281775","Get data from file input in JQuery","311314","7","34"
"784586","Convert special characters to HTML in Javascript","311297","23","45"
"18738712","How do I add spacing between columns in Bootstrap?","311225","24","31"
"8848294","How to get char from string by index?","311199","6","8"
"7414794","Difference between <context:annotation-config> vs <context:component-scan>","311186","15","458"
"969285","How do I translate an ISO 8601 datetime string into a Python datetime object?","311180","11","93"
"2854257","SQL - How to select a row having a column with max value","311175","9","13"
"14973642","How using try catch for exception handling is best practice","311138","15","145"
"7500058","How to change date format (MM/DD/YY) to (YYYY-MM-DD) in date picker","311057","17","11"
"4028904","How to get the home directory in Python?","311053","1","142"
"3968103","How can I format my grep output to show line numbers at the end of the line, and also the hit count?","311049","8","64"
"21291259","Convert floats to ints in Pandas?","311046","9","44"
"3806685","Add disabled attribute to input element using Javascript","311013","6","20"
"2497205","How to return a result (startActivityForResult) from a TabHost Activity?","311003","5","92"
"16881478","How to call a method defined in an AngularJS directive?","310995","13","113"
"10286056","What is the command to exit a Console application in C#?","310955","6","26"
"13511368","How to create a toggle button in Bootstrap","310952","9","23"
"8908287","Why do I need 'b' to encode a string with Base64?","310934","6","57"
"2084346","How to delete a selected DataGridViewRow and update a connected database table?","310925","13","15"
"191010","How to get a complete list of object's methods and attributes?","310900","5","41"
"4051294","How to overwrite existing files in batch?","310889","8","13"
"93551","How to encode the filename parameter of Content-Disposition header in HTTP?","310862","17","172"
"3401579","Get filename and path from URI from mediastore","310840","24","193"
"6068803","How to turn on front flash light programmatically in Android?","310834","10","139"
"5724171","Passing an array by reference","310819","4","69"
"1655769","fastest MD5 Implementation in JavaScript","310786","15","71"
"10113532","How do I fix the Visual Studio compile error, ""mismatch between processor architecture""?","310702","18","99"
"1271503","Hide options in a select list using jQuery","310678","23","17"
"10183724","List of remotes for a Git repository?","310675","5","70"
"321549","How to convert a double to long without casting?","310656","9","15"
"5293555","How do you represent a JSON array of strings?","310645","4","44"
"26620312","Installing Git in PATH with GitHub client for Windows","310614","13","42"
"1223052","How do I find out if first character of a string is a number?","310600","4","25"
"4740748","When to use Common Table Expression (CTE)","310591","8","72"
"1584617","Simulator or Emulator? What is the difference?","310576","21","189"
"3141996","Android - How To Override the ""Back"" button so it doesn't Finish() my Activity?","310556","7","49"
"5474662","MySQL OPTIMIZE all tables?","310534","14","59"
"15749192","How do I load a file from resource folder?","310507","14","45"
"807271","How to launch jQuery Fancybox on page load?","310449","17","29"
"1273566","How do I check if the mouse is over an element in jQuery?","310443","24","94"
"8146793","No suitable driver found for 'jdbc:mysql://localhost:3306/mysql","310440","9","17"
"18971510","How do I set up HttpContent for my HttpClient PostAsync second parameter?","310421","2","23"
"11554886","How to refresh materialized view in oracle","310418","9","10"
"18469104","Write output to a text file in PowerShell","310412","3","9"
"4801971","How to create empty folder in java?","310411","2","20"
"13049","What's the difference between struct and class in .NET?","310363","18","235"
"1370323","Printing an array in C++?","310350","11","15"
"6185966","Converting a Date object to a calendar object","310333","3","24"
"1346132","How do I extract data from a DataTable?","310314","7","21"
"485827","CSS 100% height with padding/margin","310298","13","405"
"3628252","Closing Excel Application using VBA","310259","8","10"
"15742442","Declaring array of objects","310252","13","22"
"4862092","How to find length of a string array?","310230","8","9"
"19801727","Convert datetime to Unix timestamp and convert it back in python","310198","9","31"
"1663993","What is the 'realtime' process priority setting for?","310180","7","9"
"245698","List files recursively in Linux CLI with path relative to the current directory","310166","13","50"
"11552248","When to use @QueryParam vs @PathParam","310142","13","98"
"1568762","Accessing members of items in a JSONArray with Java","310101","6","32"
"1823264","Quickest way to convert XML to JSON in Java","310088","6","55"
"4488054","Merge two (or more) lists into one, in C# .NET","310069","13","28"
"834270","Visual Studio Post Build Event - Copy to Relative Directory Location","310025","5","42"
"2530372","How do I disable directory browsing?","309948","12","53"
"546321","How do I calculate the date six months from the current date using the datetime Python module?","309941","42","106"
"1137060","Where does PostgreSQL store the database?","309915","12","54"
"6999726","How can I convert a datetime object to milliseconds since epoch (unix time) in Python?","309909","13","56"
"373833","Best XML parser for Java","309898","8","141"
"1479776","""Too many values to unpack"" Exception","309886","5","15"
"11063673","What's the most concise way to read query parameters in AngularJS?","309885","11","59"
"253030","Best way to format if statement with multiple conditions","309854","11","34"
"158151","How can I save a screenshot directly to a file in Windows?","309833","20","44"
"79126","Create Generic method constraining T to an Enum","309813","20","218"
"8195215","CSS: background image on background color","309801","9","15"
"14206768","How to check if a string is numeric?","309755","11","8"
"877096","How can I pass a parameter to a Java Thread?","309723","18","77"
"5288283","SQL Server insert if not exists best practice","309713","7","48"
"18712338","Make header and footer files to be included in multiple html pages","309648","11","47"
"11391442","Fatal error: Class 'SoapClient' not found","309627","9","20"
"9038625","Detect if device is iOS","309620","12","121"
"12588082","Webdriver Unable to connect to host 127.0.0.1 on port 7055 after 45000 ms","309591","29","31"
"20827372","json parsing error syntax error unexpected end of input","309579","7","9"
"12766166","Error in plot.new() : figure margins too large in R","309540","12","29"
"333363","Loading a properties file from Java package","309521","9","40"
"3464876","JavaScript get window X/Y position for scroll","309473","4","62"
"1483497","How to put string in array, split by new line?","309472","18","41"
"8749236","Create table with jQuery - append","309426","15","31"
"11678298","Centering text in a table in Twitter Bootstrap","309413","10","18"
"6294179","How to find all occurrences of an element in a list?","309366","14","76"
"1002164","Write applications in C or C++ for Android?","309328","20","76"
"13107855","How to check if array element exists or not in javascript?","309310","14","27"
"22685530","Could not load file or assembly 'Newtonsoft.Json' or one of its dependencies. Manifest definition does not match the assembly reference","309299","31","29"
"12463049","Date format Mapping to JSON Jackson","309288","8","41"
"22169325","Read Excel File in Python","309232","7","27"
"5757552","Deleting an object in java?","309209","7","21"
"12572362","Get a string after a specific substring","309165","6","26"
"21477717","How to Call a JS function using OnClick event","309152","6","12"
"1716296","Why does printf not flush after the call unless a newline is in the format string?","309129","9","167"
"1053592","What is the difference between class and instance methods?","309119","18","201"
"4317479","Func vs. Action vs. Predicate","309106","3","284"
"6040515","How do I get Month and Date of JavaScript in 2 digit format?","309074","23","78"
"9047094","Node JS Error: ENOENT","309062","6","10"
"6605006","Convert PDF to image with high resolution","309049","14","130"
"11261883","How to get WordPress post featured image url","309044","18","36"
"3072078","how do i do an insert with DATETIME now inside of SQL server mgmt studio","309043","2","8"
"2555794","How to use split?","309040","4","23"
"225956","How do I align spans or divs horizontally?","309036","10","20"
"6040164","Excel VBA If WorkSheet(""wsName"") Exists","309016","5","8"
"17253545","Scripting Language vs Programming Language","309002","14","140"
"2975197","Convert file: Uri to File in Android","308970","17","70"
"628301","CSS3's border-radius property and border-collapse:collapse don't mix. How can I use border-radius to create a collapsed table with rounded corners?","308871","21","87"
"5087420","How to rotate the background image in the container?","308869","5","28"
"838354","MySQL Removing Some Foreign keys","308847","9","38"
"553463","jQuery AJAX Character Encoding","308838","22","28"
"3407256","Height of status bar in Android","308837","21","103"
"595305","How do I get the path of the Python script I am running in?","308835","5","53"
"1316681","Getting mouse position in c#","308803","9","23"
"191364","Quick unix command to display specific lines in the middle of a file?","308736","18","68"
"3791465","Linux command-line call not returning what it should from os.system?","308702","10","25"
"18294534","Is there a 'foreach' function in Python 3?","308695","8","16"
"4660371","How to add a touch event to a UIView?","308626","13","87"
"19454310","Stop form refreshing page on submit","308507","15","21"
"71254","Force Internet Explorer to use a specific Java Runtime Environment install?","308477","8","19"
"3949226","Calculating Pearson correlation and significance in Python","308428","16","66"
"17327668","Best way to disable button in Twitter's Bootstrap","308427","6","39"
"18262293","How to open every file in a folder?","308368","5","52"
"5490789","JSON parsing using Gson for Java","308338","11","50"
"2100758","JavaScript OR (||) variable assignment explanation","308332","12","95"
"9547730","How to navigate to to different directories in the terminal (mac)?","308322","1","9"
"4117555","Simplest way to detect a mobile device","308309","14","86"
"6555827","ORA-01034: ORACLE not available ORA-27101: shared memory realm does not exist","308295","12","18"
"4138827","Check string for palindrome","308288","35","39"
"8220702","Error: 'int' object is not subscriptable - Python","308268","7","6"
"18177148","xampp MySQL does not start","308229","8","14"
"6006737","Git merge errors","308188","4","60"
"751522","How to change identity column values programmatically?","308184","13","24"
"3829403","How to increase the execution timeout in php?","308094","11","14"
"6706891","embedding image in html email","308086","11","42"
"1750106","How can I use pointers in Java?","308085","14","54"
"15506043","Create a Maven project in Eclipse complains ""Could not resolve archetype""","308077","15","27"
"8823643","Echo off but messages are displayed","308026","5","13"
"13571700","Get first and last date of current month with JavaScript or jQuery","307996","2","49"
"3830228","Is there a MessageBox equivalent in WPF?","307992","9","27"
"74148","How to convert numbers between hexadecimal and decimal","307987","17","43"
"4398334","The type initializer for 'MyClass' threw an exception","307985","20","25"
"14579661","How to set CATALINA_HOME variable in windows 7?","307978","5","19"
"15393935","boolean in an if statement","307971","12","41"
"15246182","SQL update statement in C#","307969","9","11"
"264962","How to search a string in String array","307960","13","13"
"14092989","Facebook api: (#4) Application request limit reached","307959","3","9"
"1763156","127 Return code from $?","307936","8","29"
"26515058","This Activity already has an action bar supplied by the window decor","307928","19","89"
"126524","Iterate a list with indexes in Python","307922","6","51"
"10705856","Conditional formatting, entire row based","307888","6","29"
"16891182","keytool error Keystore was tampered with, or password was incorrect","307875","12","42"
"198199","How do you reverse a string in place in C or C++?","307874","29","105"
"411247","Running a CMD or BAT in silent mode","307870","9","24"
"30019542","ES6 Map in Typescript","307853","10","17"
"10128950","How to write a caption under an image?","307847","6","20"
"5519328","Executing Batch File in C#","307834","8","33"
"21364445","Apply CSS style attribute dynamically in Angular JS","307800","5","21"
"15328679","How to use border with Bootstrap","307737","8","11"
"13126175","Get full path of the files in PowerShell","307689","12","24"
"18378720","Bootstrap 3 with remote Modal","307689","9","40"
"23307301","Replacing column values in a pandas DataFrame","307644","10","44"
"6236078","How to clear the cache of nginx?","307543","20","64"
"29954037","Why is an OPTIONS request sent and can I disable it?","307533","15","134"
"650162","Why the switch statement cannot be applied on strings?","307517","19","48"
"6847697","How to return value from an asynchronous callback function?","307487","3","148"
"6977807","How do i activate a specific workbook and a specific sheet?","307484","6","5"
"17596543","Error message ""No exports were found that match the constraint contract name""","307466","25","206"
"24126678","Close iOS Keyboard by touching anywhere using Swift","307391","36","178"
"3617113","GitHub: Permission denied (publickey). fatal: The remote end hung up unexpectedly","307365","23","53"
"1666052","Java HTTPS client certificate authentication","307364","6","158"
"6593765","How to use index in select statement?","307361","8","26"
"13056051","Excel Date Conversion from yyyymmdd to mm/dd/yyyy","307319","5","11"
"1232793","Javascript set img src","307314","10","12"
"718891","How to make a DIV not wrap?","307301","12","22"
"6067592","Regular Expression to match only alphabetic characters","307249","5","23"
"4119448","The import javax.servlet can't be resolved","307236","8","42"
"1773550","Convert XML to JSON (and back) using Javascript","307201","9","51"
"3423754","Retrieving Android API version programmatically","307199","10","84"
"5487473","How to create an infinite loop in Windows batch file?","307162","6","24"
"3179136","JTable How to refresh table model after insert delete or update the data.","307156","6","33"
"1885525","How do I prompt a user for confirmation in bash script?","307142","10","165"
"253380","How do I insert text at beginning of a multi-line selection in vi/Vim?","307095","12","202"
"2400935","Browser detection in JavaScript?","307054","26","101"
"687295","How do I do a not equal in Django queryset filtering?","307025","14","131"
"13137817","How to download image using requests","307011","12","172"
"13043530","What is App.config in C#.NET? How to use it?","306948","5","51"
"81272","Is there any way in the OS X Terminal to move the cursor word by word?","306942","14","325"
"1240504","Regular Expression to match string starting with ""stop""","306942","8","16"
"4632322","Finding all possible combinations of numbers to reach a given sum","306913","25","141"
"4061293","MySQL: Can't create table (errno: 150)","306888","33","20"
"13751","How can I permanently enable line numbers in IntelliJ?","306854","19","90"
"24005828","How to enable local network users to access my WAMP sites?","306850","10","63"
"644673","fast way to copy one vector into another","306843","7","29"
"824234","What is a callback function?","306834","21","399"
"201479","What is base 64 encoding used for?","306799","17","265"
"35618260","Remove legend ggplot 2.2","306795","4","38"
"2982748","Create a GUID in Java","306772","6","36"
"12120433","PHP mysql insert date format","306771","8","32"
"13703720","Converting between datetime, Timestamp and datetime64","306755","12","137"
"20333021","ASP.Net MVC How to pass data from view to controller","306735","3","39"
"19765938","Show and hide a View with a slide up/down animation","306715","12","149"
"27688804","How do I debug ""Error: spawn ENOENT"" on node.js?","306693","17","68"
"1775168","Multiple select statements in Single query","306651","6","27"
"17023419","Windows 7, 64 bit, DLL problems","306644","13","60"
"17801761","Converting Stream to String and back...what are we missing?","306622","8","11"
"833997","Validate that end date is greater than start date with jQuery","306597","15","49"
"8224459","How to create a date object from string in javascript","306578","8","32"
"948174","How do I convert from BLOB to TEXT in MySQL?","306549","6","57"
"3714628","jQuery get the location of an element relative to window","306526","7","46"
"17591181","How to Get the Current URL Inside @if Statement (Blade) in Laravel 4?","306521","25","49"
"1171643","What's the best way to determine which version of Oracle client I'm running?","306470","13","14"
"32747","How do I get today's date in C# in mm/dd/yyyy format?","306448","8","5"
"26151999","IE11 prevents ActiveX from running","306445","7","5"
"1027224","How can I test if a letter in a string is uppercase or lowercase using JavaScript?","306444","27","38"
"19663555","Bootstrap 3 - How to load content in modal body via AJAX?","306419","6","20"
"14543896","Where does Chrome store extensions?","306373","7","43"
"2019230","Use tnsnames.ora in Oracle SQL Developer","306357","4","21"
"270493","How would you make two <div>s overlap?","306340","5","38"
"18641899","What is the difference between Bower and npm?","306310","8","461"
"58744","Copy the entire contents of a directory in C#","306284","22","129"
"1714786","Query-string encoding of a Javascript Object","306210","33","113"
"8603914","Center image in table td in CSS","306209","7","10"
"4112686","How to use Servlets and Ajax?","306181","7","280"
"19306771","Get current users username in bash?","306171","11","35"
"5232310","HTML+CSS: How to force div contents to stay in one line?","306120","10","35"
"2762093","Java Compare Two Lists","306111","9","39"
"1055581","How do I add a tool tip to a span element?","306101","5","27"
"141146","How to find my Subversion server version number?","306098","16","44"
"5108876","Kill a postgresql session/connection","306082","18","120"
"1909648","Stacking DIVs on top of each other?","306064","7","19"
"17756649","DISABLE the Horizontal Scroll","306013","12","41"
"971312","Why avoid increment (""++"") and decrement (""--"") operators in JavaScript?","306011","17","107"
"3546016","How to copy data to clipboard in C#","305988","4","56"
"18884705","Transfer data between iOS and Android via Bluetooth?","305975","3","37"
"648113","""Exception has been thrown by the target of an invocation"" error (mscorlib)","305965","8","7"
"1241220","Generating CSV file for Excel, how to have a newline inside a value","305952","18","32"
"2820357","How do I exit a WPF application programmatically?","305950","14","62"
"2099471","Add a prefix string to beginning of each line","305866","11","74"
"3136689","Find and replace string values in list","305859","5","37"
"5209814","Can I position an element fixed relative to parent?","305852","10","39"
"16246821","How to get values and keys from HashMap?","305813","10","11"
"3476765","MySQL DROP all tables, ignoring foreign keys","305800","22","133"
